#
# Output Filename: state_params.out
# Generation Time: 25-November-2013_15:18:01 (UTC)
# File Contents:   State Parameters Table
#
# EPS Version:     v2.5.8
#
# CFG Template:    v3.19
# EDF Template:    v3.12
# ITL Template:    v3.10
# EVF Template:    v3.1
#
# POR Definition:  CRID issue C4
# EVF (ESOC FD):   DDID appendix-H v2.1
#
# Input Timeline:  BC_SO10_FULL_________ITL_GEN_1A.itl
# Input CFG:       eps_mac.cfg
# Input EDF:       bepi.edf
# MDB version:     SISBCETB "ETB (1, 0, 38)"
# Input EVF:       bepi_events_mpo_00012.evf
#

Ref_date: 7-May-2024

Elapsed time             MERTIS          MERTIS   SIMBIOSYS_STC  SIMBIOSYS_HRIC  SIMBIOSYS_VIHI  SIMBIOSYS_VIHI
ddd_hh:mm:ss          MERTIS_DR      MERTIS_PWR      CURRENT_DR  HRIC_DATA_RATE  VIHI_DATA_RATE      VIHI_POWER
---------------------------------------------------------------------------------------------------------------
172_20:57:20                  0               1           15600          161920             126               1
172_21:01:00                  0               1               0          161920             126               1
172_22:26:30                  0               1           15600          161920             126               1
172_22:29:00                  0               1           15600          161920             126               1
172_22:34:40                  0               1           15600          161920             126               1
172_22:36:30                  0               1           40420          161920             126               1
172_22:40:10                  0               1           40420          161920              82               1
172_22:41:00                  0               1           69400          161920              82               1
172_22:42:20                  0               1           69400          161920              82               1
172_22:44:50                  0               1           69400          161920             102               1
172_22:45:20                  0               1          133340          161920             102               1
172_23:02:00                  0               1           69400          161920             102               1
172_23:02:30                  0               1           69400          161920              82               1
172_23:06:20                  0               1           40420          161920              82               1
172_23:07:20                  0               1           40420          161920             126               1
172_23:11:10                  0               1           15600          161920             126               1
172_23:13:10                  0               1           15600          161920             102               1
172_23:17:00                  0               1           15600          161920             182               1
172_23:19:10                  0               1           15600          161920             182               1
172_23:22:50                  0               1               0          161920             182               1
173_00:48:10                  0               1           15600          161920             182               1
173_00:50:40                  0               1           15600          161920             182               1
173_00:52:50                  0               1           15600          161920             102               1
173_00:56:20                  0               1           15600          161920             126               1
173_00:58:20                  0               1           40420          161920             126               1
173_01:02:00                  0               1           40420          161920              82               1
173_01:02:50                  0               1           69400          161920              82               1
173_01:04:10                  0               1           69400          161920              82               1
173_01:06:30                  0               1           69400          161920             102               1
173_01:07:10                  0               1          133340          161920             102               1
173_01:23:40                  0               1           69400          161920             102               1
173_01:24:20                  0               1           69400          161920              82               1
173_01:28:10                  0               1           40420          161920              82               1
173_01:29:00                  0               1           40420          161920             126               1
173_01:32:50                  0               1           15600          161920             126               1
173_01:40:50                  0               1           15600          161920             126               1
173_01:44:30                  0               1               0          161920             126               1
173_03:10:00                  0               1           15600          161920             126               1
173_03:12:20                  0               1           15600          161920             126               1
173_03:18:10                  0               1           15600          161920             126               1
173_03:20:00                  0               1           40420          161920             126               1
173_03:23:40                  0               1           40420          161920              82               1
173_03:24:30                  0               1           69400          161920              82               1
173_03:25:50                  0               1           69400          161920              82               1
173_03:28:20                  0               1           69400          161920             102               1
173_03:28:50                  0               1          133340          161920             102               1
173_03:45:30                  0               1           69400          161920             102               1
173_03:46:00                  0               1           69400          161920              82               1
173_03:49:50                  0               1           40420          161920              82               1
173_03:50:50                  0               1           40420          161920             126               1
173_03:54:40                  0               1           15600          161920             126               1
173_03:56:30                  0               1           15600          161920             102               1
173_04:00:20                  0               1           15600          161920             182               1
173_04:02:30                  0               1           15600          161920             182               1
173_04:06:20                  0               1               0          161920             182               1
173_05:31:40                  0               1           15600          161920             182               1
173_05:34:10                  0               1           15600          161920             182               1
173_05:36:10                  0               1           15600          161920             102               1
173_05:39:50                  0               1           15600          161920             126               1
173_05:41:40                  0               1           40420          161920             126               1
173_05:45:20                  0               1           40420          161920              82               1
173_05:46:20                  0               1           69400          161920              82               1
173_05:47:40                  0               1           69400          161920              82               1
173_05:50:00                  0               1           69400          161920             102               1
173_05:50:30                  0               1          133340          161920             102               1
173_06:07:10                  0               1           69400          161920             102               1
173_06:07:50                  0               1           69400          161920              82               1
173_06:11:40                  0               1           40420          161920              82               1
173_06:12:30                  0               1           40420          161920             126               1
173_06:16:20                  0               1           15600          161920             126               1
173_06:24:20                  0               1           15600          161920             126               1
173_06:28:00                  0               1               0          161920             126               1
173_07:53:20                  0               1           15600          161920             126               1
173_07:55:50                  0               1           15600          161920             126               1
173_08:01:30                  0               1           15600          161920             126               1
173_08:03:30                  0               1           40420          161920             126               1
173_08:07:10                  0               1           40420          161920              82               1
173_08:08:00                  0               1           69400          161920              82               1
173_08:09:20                  0               1           69400          161920              82               1
173_08:11:40                  0               1           69400          161920             102               1
173_08:12:20                  0               1          133340          161920             102               1
173_08:28:50                  0               1           69400          161920             102               1
173_08:29:30                  0               1           69400          161920              82               1
173_08:33:20                  0               1           40420          161920              82               1
173_08:34:20                  0               1           40420          161920             126               1
173_08:38:00                  0               1           15600          161920             126               1
173_08:40:00                  0               1           15600          161920             102               1
173_08:43:50                  0               1           15600          161920             182               1
173_08:46:00                  0               1           15600          161920             182               1
173_08:49:40                  0               1               0          161920             182               1
173_10:15:10                  0               1           15600          161920             182               1
173_10:17:40                  0               1           15600          161920             182               1
173_10:19:40                  0               1           15600          161920             102               1
173_10:23:20                  0               1           15600          161920             126               1
173_10:25:10                  0               1           40420          161920             126               1
173_10:28:50                  0               1           40420          161920              82               1
173_10:29:40                  0               1           69400          161920              82               1
173_10:31:00                  0               1           69400          161920              82               1
173_10:33:30                  0               1           69400          161920             102               1
173_10:34:00                  0               1          133340          161920             102               1
173_10:50:40                  0               1           69400          161920             102               1
173_10:51:10                  0               1           69400          161920              82               1
173_10:55:00                  0               1           40420          161920              82               1
173_10:56:00                  0               1           40420          161920             126               1
173_10:59:50                  0               1           15600          161920             126               1
173_11:07:50                  0               1           15600          161920             126               1
173_11:11:30                  0               1               0          161920             126               1
173_12:36:50                  0               1           15600          161920             126               1
173_12:39:20                  0               1           15600          161920             126               1
173_12:45:00                  0               1           15600          161920             126               1
173_12:47:00                  0               1           40420          161920             126               1
173_12:50:40                  0               1           40420          161920              82               1
173_12:51:30                  0               1           69400          161920              82               1
173_12:52:50                  0               1           69400          161920              82               1
173_12:55:10                  0               1           69400          161920             102               1
173_12:55:50                  0               1          133340          161920             102               1
173_13:12:20                  0               1           69400          161920             102               1
173_13:13:00                  0               1           69400          161920              82               1
173_13:16:50                  0               1           40420          161920              82               1
173_13:17:40                  0               1           40420          161920             126               1
173_13:21:30                  0               1           15600          161920             126               1
173_13:23:30                  0               1           15600          161920             102               1
173_13:27:20                  0               1           15600          161920             182               1
173_13:29:30                  0               1           15600          161920             182               1
173_13:33:10                  0               1               0          161920             182               1
173_14:58:40                  0               1           15600          161920             182               1
173_15:01:10                  0               1           15600          161920             182               1
173_15:03:10                  0               1           15600          161920             102               1
173_15:06:50                  0               1           15600          161920             126               1
173_15:08:40                  0               1           40420          161920             126               1
173_15:12:20                  0               1           40420          161920              82               1
173_15:13:10                  0               1           69400          161920              82               1
173_15:14:30                  0               1           69400          161920              82               1
173_15:17:00                  0               1           69400          161920             102               1
173_15:17:30                  0               1          133340          161920             102               1
173_15:34:10                  0               1           69400          161920             102               1
173_15:34:40                  0               1           69400          161920              82               1
173_15:38:30                  0               1           40420          161920              82               1
173_15:39:30                  0               1           40420          161920             126               1
173_15:43:20                  0               1           15600          161920             126               1
173_15:51:10                  0               1           15600          161920             126               1
173_15:55:00                  0               1               0          161920             126               1
173_17:20:20                  0               1           15600          161920             126               1
173_17:22:50                  0               1           15600          161920             126               1
173_17:28:30                  0               1           15600          161920             126               1
173_17:30:20                  0               1           40420          161920             126               1
173_17:34:00                  0               1           40420          161920              82               1
173_17:35:00                  0               1           69400          161920              82               1
173_17:36:10                  0               1           69400          161920              82               1
173_17:38:40                  0               1           69400          161920             102               1
173_17:39:10                  0               1          133340          161920             102               1
173_17:55:50                  0               1           69400          161920             102               1
173_17:56:30                  0               1           69400          161920              82               1
173_18:00:20                  0               1           40420          161920              82               1
173_18:01:10                  0               1           40420          161920             126               1
173_18:05:00                  0               1           15600          161920             126               1
173_18:07:00                  0               1           15600          161920             102               1
173_18:10:50                  0               1           15600          161920             182               1
173_18:13:00                  0               1           15600          161920             182               1
173_18:16:40                  0               1               0          161920             182               1
173_19:42:00                  0               1           15600          161920             182               1
173_19:44:30                  0               1           15600          161920             182               1
173_19:46:40                  0               1           15600          161920             102               1
173_19:50:20                  0               1           15600          161920             126               1
173_19:52:10                  0               1           40420          161920             126               1
173_19:55:50                  0               1           40420          161920              82               1
173_19:56:40                  0               1           69400          161920              82               1
173_19:58:00                  0               1           69400          161920              82               1
173_20:00:20                  0               1           69400          161920             102               1
173_20:01:00                  0               1          133340          161920             102               1
173_20:17:30                  0               1           69400          161920             102               1
173_20:18:10                  0               1           69400          161920              82               1
173_20:22:00                  0               1           40420          161920              82               1
173_20:23:00                  0               1           40420          161920             126               1
173_20:26:40                  0               1           15600          161920             126               1
173_20:34:40                  0               1           15600          161920             126               1
173_20:38:20                  0               1               0          161920             126               1
173_22:03:50                  0               1           15600          161920             126               1
173_22:06:20                  0               1           15600          161920             126               1
173_22:12:00                  0               1           15600          161920             126               1
173_22:13:50                  0               1           40420          161920             126               1
173_22:17:30                  0               1           40420          161920              82               1
173_22:18:20                  0               1           69400          161920              82               1
173_22:19:40                  0               1           69400          161920              82               1
173_22:22:10                  0               1           69400          161920             102               1
173_22:22:40                  0               1          133340          161920             102               1
173_22:39:20                  0               1           69400          161920             102               1
173_22:39:50                  0               1           69400          161920              82               1
173_22:43:40                  0               1           40420          161920              82               1
173_22:44:40                  0               1           40420          161920             126               1
173_22:48:30                  0               1           15600          161920             126               1
173_22:50:30                  0               1           15600          161920             102               1
173_22:54:20                  0               1           15600          161920             182               1
173_22:56:30                  0               1           15600          161920             182               1
173_23:00:10                  0               1               0          161920             182               1
174_00:25:30                  0               1           15600          161920             182               1
174_00:28:00                  0               1           15600          161920             182               1
174_00:30:10                  0               1           15600          161920             102               1
174_00:33:40                  0               1           15600          161920             126               1
174_00:35:40                  0               1           40420          161920             126               1
174_00:39:20                  0               1           40420          161920              82               1
174_00:40:10                  0               1           69400          161920              82               1
174_00:41:30                  0               1           69400          161920              82               1
174_00:43:50                  0               1           69400          161920             102               1
174_00:44:30                  0               1          133340          161920             102               1
174_01:01:00                  0               1           69400          161920             102               1
174_01:01:40                  0               1           69400          161920              82               1
174_01:05:30                  0               1           40420          161920              82               1
174_01:06:20                  0               1           40420          161920             126               1
174_01:10:10                  0               1           15600          161920             126               1
174_01:18:10                  0               1           15600          161920             126               1
174_01:21:50                  0               1               0          161920             126               1
174_02:47:20                  0               1           15600          161920             126               1
174_02:49:50                  0               1           15600          161920             126               1
174_02:55:30                  0               1           15600          161920             126               1
174_02:57:20                  0               1           40420          161920             126               1
174_03:01:00                  0               1           40420          161920              82               1
174_03:01:50                  0               1           69400          161920              82               1
174_03:03:10                  0               1           69400          161920              82               1
174_03:05:40                  0               1           69400          161920             102               1
174_03:06:10                  0               1          133340          161920             102               1
174_03:22:50                  0               1           69400          161920             102               1
174_03:23:20                  0               1           69400          161920              82               1
174_03:27:10                  0               1           40420          161920              82               1
174_03:28:10                  0               1           40420          161920             126               1
174_03:32:00                  0               1           15600          161920             126               1
174_03:33:50                  0               1           15600          161920             102               1
174_03:37:40                  0               1           15600          161920             182               1
174_03:39:50                  0               1           15600          161920             182               1
174_03:43:40                  0               1               0          161920             182               1
174_05:09:00                  0               1           15600          161920             182               1
174_05:11:30                  0               1           15600          161920             182               1
174_05:13:30                  0               1           15600          161920             102               1
174_05:17:10                  0               1           15600          161920             126               1
174_05:19:00                  0               1           40420          161920             126               1
174_05:22:40                  0               1           40420          161920              82               1
174_05:23:40                  0               1           69400          161920              82               1
174_05:24:50                  0               1           69400          161920              82               1
174_05:27:20                  0               1           69400          161920             102               1
174_05:27:50                  0               1          133340          161920             102               1
174_05:44:30                  0               1           69400          161920             102               1
174_05:45:10                  0               1           69400          161920              82               1
174_05:49:00                  0               1           40420          161920              82               1
174_05:49:50                  0               1           40420          161920             126               1
174_05:53:40                  0               1           15600          161920             126               1
174_06:01:40                  0               1           15600          161920             126               1
174_06:05:20                  0               1               0          161920             126               1
174_07:30:40                  0               1           15600          161920             126               1
174_07:33:10                  0               1           15600          161920             126               1
174_07:39:00                  0               1           15600          161920             126               1
174_07:40:50                  0               1           40420          161920             126               1
174_07:44:30                  0               1           40420          161920              82               1
174_07:45:20                  0               1           69400          161920              82               1
174_07:46:40                  0               1           69400          161920              82               1
174_07:49:00                  0               1           69400          161920             102               1
174_07:49:40                  0               1          133340          161920             102               1
174_08:06:10                  0               1           69400          161920             102               1
174_08:06:50                  0               1           69400          161920              82               1
174_08:10:40                  0               1           40420          161920              82               1
174_08:11:40                  0               1           40420          161920             126               1
174_08:15:20                  0               1           15600          161920             126               1
174_08:17:20                  0               1           15600          161920             102               1
174_08:21:10                  0               1           15600          161920             182               1
174_08:23:20                  0               1           15600          161920             182               1
174_08:27:00                  0               1               0          161920             182               1
174_09:52:30                  0               1           15600          161920             182               1
174_09:55:00                  0               1           15600          161920             182               1
174_09:57:00                  0               1           15600          161920             102               1
174_10:00:40                  0               1           15600          161920             126               1
174_10:02:30                  0               1           40420          161920             126               1
174_10:06:10                  0               1           40420          161920              82               1
174_10:07:00                  0               1           69400          161920              82               1
174_10:08:20                  0               1           69400          161920              82               1
174_10:10:50                  0               1           69400          161920             102               1
174_10:11:20                  0               1          133340          161920             102               1
174_10:28:00                  0               1           69400          161920             102               1
174_10:28:30                  0               1           69400          161920              82               1
174_10:32:20                  0               1           40420          161920              82               1
174_10:33:20                  0               1           40420          161920             126               1
174_10:37:10                  0               1           15600          161920             126               1
174_10:45:10                  0               1           15600          161920             126               1
174_10:48:50                  0               1               0          161920             126               1
174_12:14:10                  0               1           15600          161920             126               1
174_12:16:40                  0               1           15600          161920             126               1
174_12:22:20                  0               1           15600          161920             126               1
174_12:24:20                  0               1           40420          161920             126               1
174_12:28:00                  0               1           40420          161920              82               1
174_12:28:50                  0               1           69400          161920              82               1
174_12:30:10                  0               1           69400          161920              82               1
174_12:32:30                  0               1           69400          161920             102               1
174_12:33:10                  0               1          133340          161920             102               1
174_12:49:40                  0               1           69400          161920             102               1
174_12:50:20                  0               1           69400          161920              82               1
174_12:54:10                  0               1           40420          161920              82               1
174_12:55:00                  0               1           40420          161920             126               1
174_12:58:50                  0               1           15600          161920             126               1
174_13:00:50                  0               1           15600          161920             102               1
174_13:04:40                  0               1           15600          161920             182               1
174_13:06:50                  0               1           15600          161920             182               1
174_13:10:30                  0               1               0          161920             182               1
174_14:36:00                  0               1           15600          161920             182               1
174_14:38:30                  0               1           15600          161920             182               1
174_14:40:30                  0               1           15600          161920             102               1
174_14:44:10                  0               1           15600          161920             126               1
174_14:46:00                  0               1           40420          161920             126               1
174_14:49:40                  0               1           40420          161920              82               1
174_14:50:30                  0               1           69400          161920              82               1
174_14:51:50                  0               1           69400          161920              82               1
174_14:54:20                  0               1           69400          161920             102               1
174_14:54:50                  0               1          133340          161920             102               1
174_15:11:30                  0               1           69400          161920             102               1
174_15:12:00                  0               1           69400          161920              82               1
174_15:15:50                  0               1           40420          161920              82               1
174_15:16:50                  0               1           40420          161920             126               1
174_15:20:40                  0               1           15600          161920             126               1
174_15:28:30                  0               1           15600          161920             126               1
174_15:32:20                  0               1               0          161920             126               1
174_16:57:40                  0               1           15600          161920             126               1
174_17:00:10                  0               1           15600          161920             126               1
174_17:05:50                  0               1           15600          161920             126               1
174_17:07:40                  0               1           40420          161920             126               1
174_17:11:20                  0               1           40420          161920              82               1
174_17:12:20                  0               1           69400          161920              82               1
174_17:13:30                  0               1           69400          161920              82               1
174_17:16:00                  0               1           69400          161920             102               1
174_17:16:30                  0               1          133340          161920             102               1
174_17:33:10                  0               1           69400          161920             102               1
174_17:33:40                  0               1           69400          161920              82               1
174_17:37:40                  0               1           40420          161920              82               1
174_17:38:30                  0               1           40420          161920             126               1
174_17:42:20                  0               1           15600          161920             126               1
174_17:44:20                  0               1           15600          161920             102               1
174_17:48:10                  0               1           15600          161920             182               1
174_17:50:20                  0               1           15600          161920             182               1
174_17:54:00                  0               1               0          161920             182               1
174_19:19:20                  0               1           15600          161920             182               1
174_19:21:50                  0               1           15600          161920             182               1
174_19:24:00                  0               1           15600          161920             102               1
174_19:27:30                  0               1           15600          161920             126               1
174_19:29:30                  0               1           40420          161920             126               1
174_19:33:10                  0               1           40420          161920              82               1
174_19:34:00                  0               1           69400          161920              82               1
174_19:35:20                  0               1           69400          161920              82               1
174_19:37:40                  0               1           69400          161920             102               1
174_19:38:20                  0               1          133340          161920             102               1
174_19:54:50                  0               1           69400          161920             102               1
174_19:55:30                  0               1           69400          161920              82               1
174_19:59:20                  0               1           40420          161920              82               1
174_20:00:20                  0               1           40420          161920             126               1
174_20:04:00                  0               1           15600          161920             126               1
174_20:12:00                  0               1           15600          161920             126               1
174_20:15:40                  0               1               0          161920             126               1
174_21:41:10                  0               1           15600          161920             126               1
174_21:43:40                  0               1           15600          161920             126               1
174_21:49:20                  0               1           15600          161920             126               1
174_21:51:10                  0               1           40420          161920             126               1
174_21:54:50                  0               1           40420          161920              82               1
174_21:55:40                  0               1           69400          161920              82               1
174_21:57:00                  0               1           69400          161920              82               1
174_21:59:30                  0               1           69400          161920             102               1
174_22:00:00                  0               1          133340          161920             102               1
174_22:16:40                  0               1           69400          161920             102               1
174_22:17:10                  0               1           69400          161920              82               1
174_22:21:00                  0               1           40420          161920              82               1
174_22:22:00                  0               1           40420          161920             126               1
174_22:25:50                  0               1           15600          161920             126               1
174_22:27:50                  0               1           15600          161920             102               1
174_22:31:30                  0               1           15600          161920             182               1
174_22:33:50                  0               1           15600          161920             182               1
174_22:37:30                  0               1               0          161920             182               1
175_00:02:50                  0               1           15600          161920             182               1
175_00:05:20                  0               1           15600          161920             182               1
175_00:07:30                  0               1           15600          161920             102               1
175_00:11:00                  0               1           15600          161920             126               1
175_00:13:00                  0               1           40420          161920             126               1
175_00:16:30                  0               1           40420          161920              82               1
175_00:17:30                  0               1           69400          161920              82               1
175_00:18:50                  0               1           69400          161920              82               1
175_00:21:10                  0               1           69400          161920             102               1
175_00:21:50                  0               1          133340          161920             102               1
175_00:38:20                  0               1           69400          161920             102               1
175_00:39:00                  0               1           69400          161920              82               1
175_00:42:50                  0               1           40420          161920              82               1
175_00:43:40                  0               1           40420          161920             126               1
175_00:47:30                  0               1           15600          161920             126               1
175_00:55:30                  0               1           15600          161920             126               1
175_00:59:10                  0               1               0          161920             126               1
175_02:24:40                  0               1           15600          161920             126               1
175_02:27:00                  0               1           15600          161920             126               1
175_02:32:50                  0               1           15600          161920             126               1
175_02:34:40                  0               1           40420          161920             126               1
175_02:38:20                  0               1           40420          161920              82               1
175_02:39:10                  0               1           69400          161920              82               1
175_02:40:30                  0               1           69400          161920              82               1
175_02:43:00                  0               1           69400          161920             102               1
175_02:43:30                  0               1          133340          161920             102               1
175_03:00:10                  0               1           69400          161920             102               1
175_03:00:40                  0               1           69400          161920              82               1
175_03:04:30                  0               1           40420          161920              82               1
175_03:05:30                  0               1           40420          161920             126               1
175_03:09:10                  0               1           15600          161920             126               1
175_03:11:10                  0               1           15600          161920             102               1
